well_id,n_rows,rare_frac,rmse_overall,rmse_rare,rmse_common
5d7198fd,3368,0.0002969121140142518,25.180616599421516,38.79603141756161,25.17547903603289
3417285d,5449,0.0,25.06698670879577,,25.06698670879577
fa16d114,5686,0.0,24.887099784236707,,24.887099784236707
5aa403d0,3118,0.0,24.756959312174143,,24.756959312174143
9a95e33f,6447,0.00015511090429657206,24.60026873270335,11.451819443271233,24.601763355559314
7a5660b0,4998,0.0,24.59382115387383,,24.59382115387383
46dfcfca,3606,0.0,24.442451464787933,,24.442451464787933
e5864244,4469,0.0,24.286702729659567,,24.286702729659567
2fa01aa6,2174,0.0,23.960358041152183,,23.960358041152183
a48640d9,4532,0.0,23.95400936046566,,23.95400936046566
708caea9,6548,0.0006108735491753207,23.858624606552834,23.196166020905412,23.859023907412496
8bfa881d,4089,0.0,23.321689988424367,,23.321689988424367
46d24a09,4449,0.0002247696111485727,23.04991200108571,6.206873621169507,23.052315037566785
fb03ae90,6431,0.0,22.814858003500525,,22.814858003500525
137d1e44,4554,0.0,22.72994114150849,,22.72994114150849
89f1085d,5994,0.0,22.538894794768424,,22.538894794768424
2ac7cb6b,4990,0.0006012024048096192,22.30326267134327,6.396224173198988,22.30941850712123
197f8a5a,6310,0.0,22.286084674683945,,22.286084674683945
4a335117,5015,0.0,22.261391753343187,,22.261391753343187
cc8a1d57,6638,0.0,22.06518138906476,,22.06518138906476
fd8f77fa,5272,0.00037936267071320183,21.898042221550067,16.223779473532392,21.89991656251745
45fb3e21,3649,0.0,21.822894230791185,,21.822894230791185
95c8427f,6335,0.0,21.73533015959065,,21.73533015959065
e201fd6d,5070,0.0,21.61811854783852,,21.61811854783852
d0cb63ae,5223,0.0,21.36976628679682,,21.36976628679682
3407f5bf,3638,0.0,21.309629039970144,,21.309629039970144
8a89da23,3935,0.0,21.141216361736152,,21.141216361736152
8255c867,3589,0.0,21.115400776845366,,21.115400776845366
78a4a386,5119,0.0,20.824380520743336,,20.824380520743336
a5aa7973,4616,0.0,20.80556274253183,,20.80556274253183
d9eca87b,6373,0.0,20.745718097917532,,20.745718097917532
bb337fa0,6873,0.0,20.718893246561723,,20.718893246561723
230eaaa3,4690,0.0,20.670944076527466,,20.670944076527466
3a7dd95d,3072,0.0,20.631499473209235,,20.631499473209235
727a3a10,4397,0.0,20.526356161461045,,20.526356161461045
14fee784,4910,0.0004073319755600815,20.407083641393765,11.861199727381285,20.409836716495768
d84b621b,3994,0.0,20.289363441328355,,20.289363441328355
cf50c9d1,4858,0.0,20.05512978947603,,20.05512978947603
44a94013,4903,0.0,20.028767368298887,,20.028767368298887
cbe62450,6258,0.0006391818472355385,20.00604654359125,20.662976340499817,20.00561947446301
577eec7c,4539,0.0006609385327164573,19.91131554571799,22.660890418371526,19.909371389466873
67847288,7429,0.0,19.900282694187105,,19.900282694187105
543198e8,6503,0.0,19.884016752498805,,19.884016752498805
32fe84c9,6408,0.0,19.87493415297043,,19.87493415297043
93f5d2e6,3691,0.0,19.86447019122029,,19.86447019122029
da3bfe4e,5549,0.0,19.78127379049681,,19.78127379049681
368131f9,4991,0.0006010819475055099,19.712001999565167,26.288993041928542,19.707385854903034
861e71df,4700,0.0,19.586189152205762,,19.586189152205762
f08774c3,3900,0.0,19.478829270172668,,19.478829270172668
f5d8aab6,4444,0.0,19.240806101724683,,19.240806101724683
884ecb5f,6724,0.0,19.214776194574355,,19.214776194574355
95b559e7,2887,0.0,19.21242772587478,,19.21242772587478
efde6ac3,4559,0.0004386926957666155,19.19374253622593,26.6447914802047,19.18983724318945
c47e0767,4356,0.0,19.063260349523382,,19.063260349523382
efe96181,4012,0.0,18.86343614043594,,18.86343614043594
0dc5e64d,4879,0.000819840131174421,18.645359958942056,18.89687050262533,18.645152198294337
015fe0d2,4296,0.0,18.58547712087251,,18.58547712087251
11d0f5ac,4883,0.0,18.525463868243936,,18.525463868243936
16e4a047,4131,0.0,18.49239993126998,,18.49239993126998
b977be4a,5917,0.0,18.411778070531273,,18.411778070531273
261785ee,3646,0.0,18.374229015900053,,18.374229015900053
ae8959c3,4518,0.0002213368747233289,18.270252916862617,24.00104996668415,18.268785162222834
77e4821c,5393,0.0,18.26035984972045,,18.26035984972045
d7eb0be8,5401,0.0,18.233382893307965,,18.233382893307965
ee0300f7,4544,0.0,18.209117769733233,,18.209117769733233
d63196fe,4510,0.0,18.159542315611965,,18.159542315611965
42669188,4282,0.0007006071929005138,18.079971104791927,20.576067918355292,18.078100196549514
b37fd114,8161,0.0,18.020588518702123,,18.020588518702123
a783cc24,1889,0.0,17.975419749031246,,17.975419749031246
8d5d46d7,5755,0.0,17.917930736459933,,17.917930736459933
ef8e3ed0,5224,0.0,17.848277694439158,,17.848277694439158
5fb1c15f,2860,0.0,17.83602500505751,,17.83602500505751
c1708b88,6315,0.0,17.577986591679917,,17.577986591679917
df73b8f3,5311,0.0003765769158350593,17.551852561950188,3.577778209705222,17.55502096245194
3e011332,2723,0.0,17.531856942837024,,17.531856942837024
4c2208f5,5384,0.0,17.370967362288432,,17.370967362288432
5b7b6324,6564,0.0,17.35893679612233,,17.35893679612233
ac6f01d5,5004,0.00019984012789768185,17.356400119485524,21.68459899253321,17.35542710310268
ab18d3fc,5694,0.0,17.335899325224158,,17.335899325224158
ef04658e,4104,0.0,17.31185253958452,,17.31185253958452
1b1c5372,4261,0.0,17.29815454550573,,17.29815454550573
173ed841,4883,0.0006143764079459349,17.248338442356058,12.382333978404104,17.250907689236275
729f4217,6195,0.0,17.198886619137593,,17.198886619137593
4a035ec2,2588,0.0,17.075090049940012,,17.075090049940012
a056d01e,6557,0.0006100350770169285,17.0507093808926,24.4963255985479,17.045171308949644
